ACSSF,2018e5,ca,000,0005,0000071,78462,69056,9406,5359,646,131,7,1321,38,192,50,251,50,740,0,837,113,59,110,199,10,0,249,14,59,24,1105,473,228,0,404,78462,69056,33554,5487,135,24091,385,304,5100,212,4888,9406,4547,120,173,381,11,2843,1331,654,677,78462,69056,9406
ACSSF,2018e5,ca,000,0005,0000072,140684,124409,16275,11059,492,361,64,1262,43,385,159,48,82,516,29,1911,262,29,536,322,166,14,389,35,143,15,1126,417,313,23,373,140684,124409,74149,10029,472,30090,658,724,8287,384,7903,16275,7534,219,336,203,8,5486,2489,1095,1394,140684,124409,16275
ACSSF,2018e5,ca,000,0005,0000073,352468,291502,60966,49487,2027,298,27,3797,74,616,153,958,126,1866,4,1948,91,50,152,497,164,14,810,51,119,0,3382,1350,1170,4,858,352468,291502,70229,12786,1166,190665,3517,843,12296,1412,10884,60966,15268,282,413,617,128,38048,6210,3487,2723,352468,291502,60966
ACSSF,2018e5,ca,000,0005,0000074,394251,259281,134970,104257,3716,750,233,16588,199,2539,1032,3565,403,8800,50,3554,200,458,249,802,123,18,1492,0,171,41,5872,2129,1680,18,2045,394251,259281,92487,39917,1342,104383,5033,961,15158,607,14551,134970,74003,1602,2024,1064,195,46118,9964,4531,5433,394251,259281,134970
ACSSF,2018e5,ca,000,0005,0000075,233761,201105,32656,24690,1584,454,60,1748,40,370,99,243,53,889,54,1318,207,140,246,277,41,0,276,0,110,21,2802,1109,1171,53,469,233761,201105,121233,5259,527,63064,993,247,9782,521,9261,32656,22699,190,228,448,91,5672,3328,1899,1429,233761,201105,32656
ACSSF,2018e5,ca,000,0005,0000076,444074,329286,114788,79413,3387,1291,340,22936,201,9250,1556,1276,315,10338,0,3811,583,176,360,897,342,12,1118,127,161,35,3610,911,746,0,1953,444074,329286,131739,98851,1646,70774,2606,1898,21772,865,20907,114788,34283,2393,2250,654,143,66627,8438,4377,4061,444074,329286,114788
ACSSF,2018e5,ca,000,0005,0000077,1146,1041,105,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,1146,1041,678,9,294,8,0,0,52,0,52,105,45,0,17,0,8,0,35,0,35,1146,1041,105
ACSSF,2018e5,ca,000,0005,0000078,11626,9379,2247,1845,65,4,0,49,0,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,284,23,219,0,42,11626,9379,7988,674,158,134,24,5,396,0,396,2247,1148,30,17,13,4,782,253,184,69,11626,9379,2247
ACSSF,2018e5,ca,000,0005,0000079,8011,7329,682,417,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,242,159,73,0,10,8011,7329,6756,29,16,169,23,0,336,0,336,682,445,5,0,0,0,177,55,4,51,8011,7329,682
ACSSF,2018e5,ca,000,0005,0000080,9521,8256,1265,1083,68,0,0,85,0,0,0,83,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,17,9521,8256,7582,26,87,149,4,0,408,0,408,1265,895,3,18,0,0,308,41,0,41,9521,8256,1265
ACSSF,2018e5,ca,000,0005,0000081,8671,7733,938,695,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,137,19,0,27,8671,7733,7437,20,9,14,18,5,230,0,230,938,738,3,0,20,0,97,80,0,80,8671,7733,938
ACSSF,2018e5,ca,000,0005,0000082,4250,2829,1421,1369,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,40,4250,2829,2458,0,34,55,0,25,257,0,257,1421,831,0,61,0,0,322,207,108,99,4250,2829,1421
ACSSF,2018e5,ca,000,0005,0000083,106720,88492,18228,15424,252,184,66,543,27,82,7,77,0,264,86,292,34,0,40,8,0,5,202,3,0,0,1467,412,306,8,741,106720,88492,77585,1978,421,4422,176,259,3651,8,3643,18228,10930,56,491,131,61,5013,1546,662,884,106720,88492,18228
ACSSF,2018e5,ca,000,0005,0000084,5636,4895,741,637,0,21,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,26,41,0,0,5636,4895,4581,25,0,0,0,0,289,0,289,741,506,0,0,24,0,173,38,16,22,5636,4895,741
ACSSF,2018e5,ca,000,0005,0000085,4725,4103,622,364,0,0,0,47,0,0,40,7,0,0,0,39,0,0,23,6,0,0,4,0,6,0,172,111,57,0,4,4725,4103,3646,3,101,82,31,0,240,3,237,622,431,0,24,3,0,20,144,0,144,4725,4103,622
ACSSF,2018e5,ca,000,0005,0000086,11362,6769,4593,4362,6,0,0,51,0,0,0,0,0,51,0,24,0,0,0,0,0,0,24,0,0,0,150,40,84,0,26,11362,6769,6092,44,44,268,10,0,311,0,311,4593,2353,49,4,10,0,2057,120,103,17,11362,6769,4593
